Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Richard III,1995,R,1995-12-29,110,"Drama, Sci-Fi, War",Richard Loncraine,"William Shakespeare (play), Ian McKellen, Richard Loncraine","Christopher Bowen, Edward Jewesbury, Ian McKellen, Bill Paterson",The classic Shakespearean play about a murderously scheming king staged in an alternative fascist England setting.,English,"UK, USA",Nominated for 2 Oscars. Another 7 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",N/A,7.5,"12,580",tt0114279,movie,15 Aug 2001,N/A,United Artists,N/A,True
Dead Presidents,1995,R,1995-10-06,119,"Action, Crime, Drama","Albert Hughes, Allen Hughes","Allen Hughes (story), Albert Hughes (story), Michael Henry Brown (story), Michael Henry Brown (screenplay), Wallace Terry (story ""Specialist No.4 Haywood T. 'The Kid' Kirkland"")","Larenz Tate, Keith David, Chris Tucker, Freddy Rodríguez","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",English,USA,2 nominations.,https://ia.media-imdb.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",N/A,6.9,"16,927",tt0112819,movie,19 May 1998,N/A,Hollywood Pictures,N/A,True
Restoration,1995,R,1996-02-02,117,"Biography, Drama, History",Michael Hoffman,"Rose Tremain (novel), Rupert Walters (screenplay)","Robert Downey Jr., Sam Neill, David Thewlis, Polly Walker","The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.","English, Latin","USA, UK",Won 2 Oscars. Another 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxODZiZTUtNTlhNy00Y2Q3LWFjMjctOTYyZGY2ZmIxZGRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",N/A,6.7,"7,995",tt0114272,movie,03 Aug 1999,N/A,Miramax,http://www.miramax.com/movie/restoration/,True
Mortal Kombat,1995,PG-13,1995-08-18,101,"Action, Adventure, Fantasy",Paul W.S. Anderson,"Ed Boon (video games), John Tobias (video games), Kevin Droney","Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa",Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzJhYjYxMTctNmY4My00NGIzLThmN2MtYjgwMjlmZWNjMTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",58,5.8,"90,682",tt0113855,movie,26 Aug 1997,N/A,New Line Home Entertainment,N/A,True
To Die For,1995,R,1995-10-06,106,"Comedy, Crime, Drama",Gus Van Sant,"Joyce Maynard (book), Buck Henry (screenplay)","Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck",A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,English,"USA, UK, Canada",Won 1 Golden Globe. Another 6 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",86,6.8,"38,675",tt0114681,movie,07 Aug 2001,N/A,Columbia Pictures,N/A,True
How to Make an American Quilt,1995,PG-13,1995-10-06,117,"Comedy, Drama, Romance",Jocelyn Moorhouse,"Whitney Otto (novel), Jane Anderson (screenplay)","Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,English,USA,4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",N/A,6.2,"9,386",tt0113347,movie,23 Feb 1999,N/A,MCA Universal Home Video,N/A,True
Se7en,1995,R,1995-09-22,127,"Crime, Drama, Mystery, Thriller",David Fincher,Andrew Kevin Walker,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",English,USA,Nominated for 1 Oscar. Another 25 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.6/10'}",65,8.6,"1,225,310",tt0114369,movie,14 Apr 1997,N/A,New Line Cinema,N/A,True
Pocahontas,1995,G,1995-06-23,81,"Animation, Adventure, Drama","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik, Glen Keane (story), Joe Grant (story), Ralph Zondag (story), Burny Mattinson (story), Ed Gombert (story), Kaan Kalyon (story), Francis Glebas (story), Rob Gibbs (story), Bruce Morris (story), Todd Kurosawa (story), Duncan Marjoribanks (story), Chris Buck (story), Andrew Chapman (additional story development), Randy Cartwright (additional story development), Will Finn (additional story development), Broose Johnson (additional story development), T. Daniel Hofstedt (additional story development), David Pruiksma (additional story development), Nik Ranieri (additional story development), Vincent DeFrances (additional story development), Tom Mazzocco (additional story development), Don Dougherty (additional story development), Jorgen Klubien (additional story development), Mike Gabriel (based on an idea by)","Joe Baker, Christian Bale, Irene Bedard, Billy Connolly",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.,"English, Algonquin",USA,Won 2 Oscars. Another 13 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",58,6.7,"144,107",tt0114148,movie,06 Jun 2000,N/A,Buena Vista Distribution Compa,N/A,True
When Night Is Falling,1995,R,1995-11-17,94,"Drama, Romance",Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny, David Fox","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",English,Canada,5 nominations.,https://m.media-amazon.com/images/M/MV5BNmZmNzc3ZWYtNTI2ZS00NWFlLWFkMWMtMGUxN2UxZjljZTY5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,6.6,"5,989",tt0114916,movie,05 Feb 2008,N/A,Evergreen,N/A,True
The Usual Suspects,1995,R,1995-09-15,106,"Crime, Mystery, Thriller",Bryan Singer,Christopher McQuarrie,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","English, Hungarian, Spanish, French","USA, Germany",Won 2 Oscars. Another 32 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.6/10'}",77,8.6,"869,202",tt0114814,movie,09 Dec 1999,N/A,Gramercy Pictures,N/A,True
Mighty Aphrodite,1995,R,1995-11-10,95,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Pamela Blair, Rene Ceballos, Elie Chaib, George De La Pena","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.","English, Latin",USA,Won 1 Oscar. Another 11 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",59,7.1,"34,879",tt0113819,movie,16 Mar 1999,N/A,Miramax Films,N/A,True
Lamerica,1994,N/A,1995-10-04,116,Drama,Gianni Amelio,"Gianni Amelio, Andrea Porporati, Alessandro Sermoneta","Enrico Lo Verso, Michele Placido, Piro Milkani, Carmelo Di Mazzarelli",Two Italian racketeers come to Albania just after the fall of the communists to set up a fictive firm and pocket the grants. They need a stooge. They choose an old one in a jail : Spiro. ...,"Albanian, Italian","Italy, France, Switzerland, Austria",21 wins & 17 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",N/A,7.6,"1,807",tt0110299,movie,25 May 2004,N/A,Arena Films,N/A,True
The Big Green,1995,PG,1995-09-29,100,"Comedy, Family, Sport",Holly Goldberg Sloan,Holly Goldberg Sloan,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders, John Terry","A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmY4NWVkM2UtY2FkZC00NWJiLTg5N2EtYzk4NjJkMGE0YzA3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",N/A,5.5,"7,955",tt0112499,movie,04 May 2004,N/A,Walt Disney Pictures,N/A,True
Georgia,1995,R,1995-12-08,115,"Drama, Music",Ulu Grosbard,Barbara Turner,"Jennifer Jason Leigh, Mare Winningham, Ted Levine, Max Perlich","Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Sadie wants to be a famous artist like her sister, but is always doing everything wrong. Her ...","English, Hebrew","USA, France",Nominated for 1 Oscar. Another 4 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",81,6.5,"2,569",tt0113158,movie,15 Feb 2000,N/A,LionsGate Entertainment,N/A,True
Home for the Holidays,1995,PG-13,1995-11-03,103,"Comedy, Drama, Romance",Jodie Foster,"Chris Radant (short story), W.D. Richter (screenplay)","Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMWU3NmFlNzAtMDM0Zi00OGM0LTgxN2EtZDVlNTBmYWYzNWUzXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",56,6.6,"10,248",tt0113321,movie,09 Nov 2004,N/A,Passport,N/A,True
Il Postino,1994,PG,1996-03-22,108,"Biography, Comedy, Drama","Michael Radford, Massimo Troisi","Antonio Skármeta (novel), Furio Scarpelli (story), Giacomo Scarpelli (story), Anna Pavignano (screenplay), Michael Radford (screenplay), Furio Scarpelli (screenplay), Giacomo Scarpelli (screenplay), Massimo Troisi (screenplay)","Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa",Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,"Italian, Spanish","Italy, France, Belgium",Won 1 Oscar. Another 29 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BYWZmNjkzOGItNmI4ZS00MDQ1LThhMzQtOTI3MThjOTI4Njg2XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",81,7.7,"29,610",tt0110877,movie,14 Mar 2000,N/A,Penta Film,N/A,True
The Indian in the Cupboard,1995,PG,1995-07-14,96,"Drama, Family, Fantasy",Frank Oz,"Lynne Reid Banks (novel), Melissa Mathison (screenplay)","Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins","A nine year old Omri is journey to someone has opened the cupboard, this time is Native American Man and A cagey warrior name Little Bear, but that will be enough?",English,USA,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",58,5.9,"23,154",tt0113419,movie,03 Jul 2001,N/A,Sony Pictures Home Entertainment,N/A,True
Eye for an Eye,1996,R,1996-01-12,101,"Crime, Drama, Thriller",John Schlesinger,"Erika Holzer (novel), Amanda Silver (screenplay), Rick Jaffa (screenplay)","Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","English, French, Spanish, Korean",USA,N/A,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",N/A,6.1,"11,506",tt0116260,movie,20 May 2008,N/A,Leo Films,N/A,True
Mr. Holland's Opus,1995,PG,1996-01-19,143,"Drama, Music",Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis",A frustrated composer finds fulfillment as a high school music teacher.,"English, American Sign Language",USA,Nominated for 1 Oscar. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",59,7.3,"32,660",tt0113862,movie,24 Aug 1999,N/A,N/A,N/A,True
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,R,1996-01-12,89,"Comedy, Crime",Paris Barclay,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer","""Don't Be a Menace to South Central While Drinking your Juice in the Hood"" is a parody of several U.S. films about being in the 'Hood', for instance ""Boyz n the Hood"", ""South Central"", ""...","English, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,6.6,"43,360",tt0116126,movie,15 Jan 2002,N/A,Miramax,http://www.miramax.com/movie/dont-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood/,True
Two If by Sea,1996,R,1996-01-12,96,"Comedy, Crime, Romance",Bill Bennett,"Denis Leary (story), Mike Armstrong (story), Ann Lembeck (story), Denis Leary (screenplay), Mike Armstrong (screenplay)","Denis Leary, Sandra Bullock, Stephen Dillane, Yaphet Kotto","Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that _last_ job, which involves stealing a valuable painting. ...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",N/A,5.2,"4,827",tt0118002,movie,01 May 2001,N/A,Warner Home Video,N/A,True
Bio-Dome,1996,PG-13,1996-01-12,88,Comedy,Jason Bloom,"Adam Leff (story), Mitchell Peck (story), Jason Blumenthal (story), Kip Koenig (screenplay), Scott Marcano (screenplay)","William Atherton, Denise Dowse, Dara Tomanovich, Kevin West","Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.4/10'}",1,4.4,"23,620",tt0115683,movie,16 Apr 2002,N/A,MGM/United Artists,N/A,True
Lawnmower Man 2: Beyond Cyberspace,1996,PG-13,1996-01-12,93,"Action, Sci-Fi, Thriller",Farhad Mann,"Farhad Mann (story), Michael Miner (story), Farhad Mann (screenplay)","Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...",English,USA,1 nomination.,https://ia.media-imdb.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '2.4/10'}",29,2.4,"8,482",tt0116839,movie,07 Oct 2003,N/A,New Line Home Entertainment,N/A,True
French Twist,1995,R,1996-01-19,104,Comedy,Josiane Balasko,"Patrick Aubrée, Josiane Balasko, Telsche Boorman (story)","Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado","After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.","French, Spanish",France,Nominated for 1 Golden Globe. Another 3 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzIyMjI1MV5BMl5BanBnXkFtZTgwMjkyMzUzMzE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",N/A,6.4,"3,945",tt0113149,movie,05 Aug 2003,N/A,Canal +,N/A,True
Friday,1995,R,1995-04-26,91,"Comedy, Drama",F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Nia Long, Tommy 'Tiny' Lister","Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by 10 p.m. that same night.",English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",54,7.3,"86,990",tt0113118,movie,10 Sep 2002,N/A,Zebra,N/A,True
From Dusk Till Dawn,1996,R,1996-01-19,108,"Action, Crime, Horror",Robert Rodriguez,"Robert Kurtzman (story), Quentin Tarantino (screenplay)","George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.","English, Spanish",USA,4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",48,7.3,"249,902",tt0116367,movie,15 Jun 1998,N/A,Dimension Films,N/A,True
Fair Game,1995,R,1995-11-03,91,"Action, Crime, Romance",Andrew Sipes,"Paula Gosling (novel), Charlie Fletcher (screenplay)","William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.","English, Russian",USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BMTE4M2Q2ZjctMGViNS00NzhiLWFkMjMtMjY2NWMzOWUzM2Y3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",13,4.2,"11,026",tt0113010,movie,30 Mar 1999,N/A,Warner Home Video,N/A,True
Kicking and Screaming,1995,R,1995-10-06,96,"Comedy, Drama, Romance",Noah Baumbach,"Noah Baumbach (story), Bo Berkman (story), Noah Baumbach","Josh Hamilton, Samuel Gould, Catherine Kellner, Jonathan Baumbach","After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",75,7.0,"8,494",tt0113537,movie,22 Aug 2006,N/A,Trimark,N/A,True
